ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,"[68.4, 8.4]",,,,,,,,,,,,,0.12,,,,,,,,,,,,,bdef64cd-4928-4c97-abb8-47a01099f8c5,71,,,"[68.4, 8.4]",3754251,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,6,West Ham United,40,"['af9d4898-fc22-4a27-93be-f6dd7ba03af0', 'f4f34a37-9cd3-4d2e-ad82-2a4879b8d349']",45,,,,,,,,,,,,,,,,West Ham United,40,00:01:45.507,Carry,
,,,,,"[92.7, 18.6]",,,,,,,,,,,,,1.856322,,,,,,,,,,,,,f03aeca5-dba1-4984-91ab-35a8191fb29b,78,,,"[98.0, 19.5]",3754251,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enner Remberto Valencia Lastra,28559.0,Left Center Forward,6,West Ham United,40,"['20e3c27f-4cd5-4eb0-baed-c1de018e419a', '735d0d75-ad7b-4d46-87f5-5d5f172ccda1', '8773e84f-737d-4258-a660-cbc2c0d25c00']",50,,,,,,,,,,,,,,,,West Ham United,40,00:01:50.271,Carry,True
,,,,,"[106.7, 6.1]",,,,,,,,,,,,,4.388947,,,,,,,,,,,,,c4ac237d-ba89-4827-8be1-d6f5b8b439ff,82,,,"[94.3, 7.5]",3754251,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Midfield,6,West Ham United,40,"['62669b71-d130-4ed1-8cf4-ce33a3fc1b16', 'ae050fa6-914d-475b-a9b8-20e2437803db', 'c5e08673-5876-4231-9afe-f4228bbe2ecf']",52,,,,,,,,,,,,,,,,West Ham United,40,00:01:52.970,Carry,True
,,,,,"[98.2, 5.1]",,,,,,,,,,,,,0.849206,,,,,,,,,,,,,4091da01-3d6c-4b76-8e12-ec7af1d35dfe,86,,,"[98.2, 5.1]",3754251,1,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cheikhou Kouyaté,3684.0,Right Center Midfield,6,West Ham United,40,"['988f157a-067c-47db-b83c-b7cef4612ae5', 'bedea418-8d51-405e-8e24-44de5f7b1512']",57,,,,,,,,,,,,,,,,West Ham United,40,00:01:57.816,Carry,
,,,,,"[80.6, 21.7]",,,,,,,,,,,,,0.956935,,,,,,,,,,,,,8f8e3de4-8cf1-4b97-a1fb-468f6990d2a3,90,,,"[87.1, 12.5]",3754251,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,6,West Ham United,40,"['490e06e4-0ae9-4d27-8660-152b5736f2dc', '752acc1a-667c-4e2f-997a-19c988c37902', 'f5dc0e5a-b467-4278-9faa-b4337c95dc05']",0,,,,,,,,,,,,,,,,West Ham United,40,00:02:00.516,Carry,True
,,,,,"[63.5, 62.0]",,,,,,,,,,,,,0.079791,,,,,,,,,,,,,774d3da2-765c-4882-bbe6-62161a978930,94,,,"[64.1, 64.1]",3754251,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,James Tomkins,3316.0,Right Back,6,West Ham United,40,"['041c8068-1320-47aa-a77f-dcffeca45bfe', '302908c4-fe86-41fa-8a55-1e45c5f85ae9', 'ff817a3c-98eb-4799-bc49-496e23764dba']",4,,,,,,,,,,,,,,,,West Ham United,40,00:02:04.395,Carry,True
,,,,,"[14.0, 57.7]",,,,,,,,,,,,,2.000177,,,,,,,,,,,,,2506a9f0-b4c5-49bd-a781-156ac14e9c2f,97,,,"[15.2, 47.4]",3754251,2,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adrián San Miguel del Castillo,3623.0,Goalkeeper,6,West Ham United,40,"['320eb133-899a-4151-9e41-3ed92de64763', 'f2b3db31-4ccd-40d3-be20-4b343daa3c51']",7,,,,,,,,,,,,,,,,West Ham United,40,00:02:07.571,Carry,
,,,,,"[27.2, 1.5]",,,,,,,,,,,,,0.809564,,,,,,,,,,,,,ddc6afcc-ac6a-4913-b518-dce2abcac754,106,,,"[26.8, 2.5]",3754251,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,7,Liverpool,24,"['084c2dab-6821-4be2-861c-4a6eb5ccf9fa', 'e913e090-404a-48d9-9edd-142d3efcc06b', 'eb7a0536-3903-4dbc-b514-43b60c05b672']",41,,,,,,,,,,,,,,,,Liverpool,24,00:02:41.609,Carry,True
,,,,,"[25.8, 9.3]",,,,,,,,,,,,,0.871913,,,,,,,,,,,,,d0d8b59c-97e8-4b98-ae9b-d3853e147410,109,,,"[25.8, 9.3]",3754251,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Right Defensive Midfield,7,Liverpool,24,"['4b60a0ad-7d32-44f5-aa7e-3878104d5cc3', 'a34ac5a3-754b-4e3a-8eb3-36893b48e802']",43,,,,,,,,,,,,,,,,Liverpool,24,00:02:43.161,Carry,
,,,,,"[16.3, 2.5]",,,,,,,,,,,,,2.38359,,,,,,,,,,,,,5671cba1-07d6-463d-a28a-ba59a4dc6d14,112,,,"[21.4, 3.5]",3754251,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,7,Liverpool,24,"['65b3268a-40bb-42c7-b27b-ef0eff541e2c', '756c70a0-06cb-4139-b3bd-bc961d125dc2', 'aa70e6fa-400c-40c3-9295-b9fa69654ff5']",44,,,,,,,,,,,,,,,,Liverpool,24,00:02:44.930,Carry,True
,,,,,"[91.1, 15.8]",,,,,,,,,,,,,4.142254,,,,,,,,,,,,,35aced8a-ece2-4661-8126-0e66a981601d,121,,,"[58.7, 11.1]",3754251,2,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,7,Liverpool,24,"['17eff5b8-ee94-4166-ac00-c51ba7de818b', '1d2e455f-4850-47b5-bdbf-092b7d314934', 'bc572f7f-34d8-49d4-8580-3bdc3ea43a16']",53,,,,,,,,,,,,,,,,Liverpool,24,00:02:53.816,Carry,True
,,,,,"[75.7, 27.4]",,,,,,,,,,,,,0.918834,,,,,,,,,,,,,7d095697-850f-4df1-92ba-e7e02c788181,129,,,"[77.4, 24.7]",3754251,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Right Defensive Midfield,7,Liverpool,24,"['00a5ed16-2e55-4e76-9175-9089e2f5b66f', '8ad78f79-2981-4a99-903b-516096513a8d']",1,,,,,,,,,,,,,,,,Liverpool,24,00:03:01.058,Carry,
,,,,,"[78.8, 47.7]",,,,,,,,,,,,,1.078858,,,,,,,,,,,,,56b23d9d-cb41-4d0e-bddb-0d76ac12b47f,132,,,"[78.8, 45.8]",3754251,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,7,Liverpool,24,"['2b7e226e-662a-49f3-9fd6-6623d7d9da20', '74ad3b85-7ec8-49f1-aad8-6a14a63712e4']",3,,,,,,,,,,,,,,,,Liverpool,24,00:03:03.103,Carry,
,,,,,"[101.5, 53.7]",,,,,,,,,,,,,2.930035,,,,,,,,,,,,,8750b31e-118f-49b0-ae50-3e15f343b812,146,,,"[90.7, 58.4]",3754251,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordon Ibe,3635.0,Right Wing,7,Liverpool,24,"['30b782be-13b5-4827-ad40-5f4dd84fa926', '594ac450-5065-423e-9e19-6d6efdbd46b4']",10,,,,,,,,,,,,,,,,Liverpool,24,00:03:10.280,Carry,
,,,,,"[22.5, 68.5]",,,,,,,,,,,,,0.989233,,,,,,,,,,,,,56ccf36b-5237-41ca-b8fc-f0a822adbc55,160,,,"[20.6, 68.9]",3754251,3,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Nathaniel Edwin Clyne,4590.0,Right Back,8,West Ham United,40,"['40cc8480-cf00-4128-8d93-da83ce3cb371', '47419483-d040-4857-bfb2-fa055f737a2f']",56,,,,,,,,,,,,,,,,Liverpool,24,00:03:56.529,Carry,
,,,,,"[41.1, 17.6]",,,,,,,,,,,,,0.773233,,,,,,,,,,,,,8fb9416b-313b-4c91-98a7-f9a519d02887,164,,,"[41.1, 22.7]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,James Collins,3482.0,Right Center Back,8,West Ham United,40,"['6c4fccfb-b681-45aa-b0a8-3a1dbfffe1fa', 'bef09860-5256-4149-ae2f-ca8a4acc9242', 'c3e68678-c19d-415b-8cf6-1cd5abc8fb21']",1,,,,,,,,,,,,,,,,West Ham United,40,00:04:01.466,Carry,True
,,,,,"[34.2, 71.8]",,,,,,,,,,,,,1.179864,,,,,,,,,,,,,06114d0c-de12-4565-a33e-976b4b88ee04,169,,,"[35.2, 73.8]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,9,Liverpool,24,"['28ef480f-a6f6-4d5f-a832-ad437be21519', '794936c9-089e-421d-8923-5942a2cd7a34']",19,,,,,,,,,,,,,,,,Liverpool,24,00:04:19.442,Carry,
,,,,,"[31.7, 25.9]",,,,,,,,,,,,,1.253216,,,,,,,,,,,,,ae00c420-1a4b-4997-8afd-3d1e58b67b1f,172,,,"[31.1, 39.9]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mamadou Sakho,3483.0,Left Center Back,9,Liverpool,24,"['1239c4a7-9729-4c41-8be9-bf82a080b1fe', 'a78d7b80-69fe-4d91-a16f-077d020cec8e']",23,,,,,,,,,,,,,,,,Liverpool,24,00:04:23.520,Carry,
,,,,,"[51.7, 4.1]",,,,,,,,,,,,,4.451387,,,,,,,,,,,,,02868ffb-92bf-48e3-9940-a54087b17d0a,175,,,"[43.2, 6.8]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,9,Liverpool,24,"['8783c8d4-1ff7-440a-978e-6a5292b1955d', 'b31b663b-f8fc-4d1f-b43b-b51eb0aaa243']",26,,,,,,,,,,,,,,,,Liverpool,24,00:04:26.168,Carry,
,,,,,"[31.1, 13.8]",,,,,,,,,,,,,1.915233,,,,,,,,,,,,,c521fbcf-c0ab-455f-b334-d190d3c886db,178,,,"[33.2, 8.4]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mamadou Sakho,3483.0,Left Center Back,9,Liverpool,24,"['db205bd9-f427-48fa-96c0-1cb00eeb0502', 'fb446412-69e1-4271-a215-ab8c0661dd08']",32,,,,,,,,,,,,,,,,Liverpool,24,00:04:32.282,Carry,
,,,,,"[33.6, 52.6]",,,,,,,,,,,,,0.774746,,,,,,,,,,,,,019b0e3c-ac5d-4cbf-8311-78e894b7c718,181,,,"[32.6, 47.7]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,9,Liverpool,24,"['9a343161-636f-4cc9-8270-1fbb3d6d946a', 'bce8b826-d701-49ae-a988-8231879889a2']",36,,,,,,,,,,,,,,,,Liverpool,24,00:04:36.518,Carry,
,,,,,"[36.5, 55.9]",,,,,,,,,,,,,1.408359,,,,,,,,,,,,,bdc737bc-8afb-4fc4-b365-e1ba0717793f,186,,,"[36.5, 55.9]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,9,Liverpool,24,"['c6e24e2c-574d-4c40-9dbe-5def2a7ba141', 'dd4ba1b1-33a9-40a8-8a80-ae8bae6d9412']",39,,,,,,,,,,,,,,,,Liverpool,24,00:04:39.524,Carry,
,,,,,"[64.0, 70.7]",,,,,,,,,,,,,1.720038,,,,,,,,,,,,,b62dd718-1e8a-46cf-9ca3-4de006d057e7,189,,,"[53.5, 67.4]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Right Defensive Midfield,9,Liverpool,24,"['93ffd1b4-108d-418f-b74c-61de01ae8f07', 'e8040ecb-1b16-409d-a266-f9295c954ab6']",42,,,,,,,,,,,,,,,,Liverpool,24,00:04:42.138,Carry,
,,,,,"[56.6, 56.9]",,,,,,,,,,,,,0.542165,,,,,,,,,,,,,79cedf37-8d02-4d3f-8201-135cdbddcdd2,198,,,"[57.0, 56.9]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Right Defensive Midfield,9,Liverpool,24,"['50d7d6fd-5d11-4ea0-8354-82be0e034e3c', '8560862b-aaf8-445b-aa56-aa853568fefe', '93cf5898-bd5a-44fb-aafa-0908aacb0941']",50,,,,,,,,,,,,,,,,Liverpool,24,00:04:50.875,Carry,True
,,,,,"[56.2, 75.5]",,,,,,,,,,,,,0.728565,,,,,,,,,,,,,856c4f43-a797-4501-872c-274de9561bd5,203,,,"[54.9, 70.1]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,9,Liverpool,24,"['2f3d56f1-7d49-49b4-83d0-e4b77d160731', 'ed098dba-3f39-4cde-8eeb-bf3ad339fc9c', 'ef312c19-9622-4d11-b97c-1cbc33d4c592']",53,,,,,,,,,,,,,,,,Liverpool,24,00:04:53.340,Carry,True
,,,,,"[86.4, 63.7]",,,,,,,,,,,,,4.194218,,,,,,,,,,,,,57780a7b-122c-4754-8f98-34356a75fcaf,211,,,"[70.4, 57.4]",3754251,4,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Right Defensive Midfield,9,Liverpool,24,"['27dee426-261f-483e-9239-9c11d0900c87', '4b215542-e56b-4de9-a743-18b263dac23c', '8711cd26-3e7e-4891-8c67-9be6955cba10']",58,,,,,,,,,,,,,,,,Liverpool,24,00:04:58.456,Carry,True
,,,,,"[93.8, 75.9]",,,,,,,,,,,,,1.44669,,,,,,,,,,,,,dd0757fc-ccb3-4b28-ad93-fac8ee4655eb,215,,,"[91.9, 75.0]",3754251,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordon Ibe,3635.0,Right Wing,9,Liverpool,24,"['4dd74523-0eaa-4ef7-b1ba-a3da9ec46f5e', 'f110e5c4-8ad6-4b22-8a1a-0bb733eca2c3']",3,,,,,,,,,,,,,,,,Liverpool,24,00:05:03.558,Carry,
,,,,,"[103.3, 68.0]",,,,,,,,,,,,,0.437451,,,,,,,,,,,,,2c5d4619-4a43-4683-8f5b-01a981293b8c,218,,,"[101.2, 67.6]",3754251,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,9,Liverpool,24,"['0853094b-76f3-45e5-a340-2f0fe1d1e153', 'f6e343ee-80c5-401f-8895-67b19ae9fc01']",5,,,,,,,,,,,,,,,,Liverpool,24,00:05:05.822,Carry,
,,,,,"[74.5, 75.5]",,,,,,,,,,,,,1.770292,,,,,,,,,,,,,9d00e9a3-035a-4953-aaa0-f63f73a23bc2,225,,,"[76.9, 76.5]",3754251,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,9,Liverpool,24,"['33157305-a33f-4fdc-8772-ce6410123250', '59d757d3-0e2f-4098-a35d-a51bb4decdae', '5ac798a7-ce2c-455d-840d-1902db0bc54d']",15,,,,,,,,,,,,,,,,Liverpool,24,00:05:15.197,Carry,True
,,,,,"[74.5, 75.5]",,,,,,,,,,,,,0.323888,,,,,,,,,,,,,d8616216-192f-41a4-874d-bc8ad11e998f,235,,,"[77.2, 72.2]",3754251,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nathaniel Edwin Clyne,4590.0,Right Back,10,Liverpool,24,"['10913003-b940-4fdd-aa57-e9f428dcf1df', '4419bc43-1e7a-44b2-9401-359eb0eeb233']",37,,,,,,,,,,,,,,,,Liverpool,24,00:05:37.344,Carry,
,,,,,"[75.7, 68.3]",,,,,,,,,,,,,0.788129,,,,,,,,,,,,,1103304e-4c08-4317-9290-37ea4661db97,241,,,"[73.7, 68.5]",3754251,5,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roberto Firmino Barbosa de Oliveira,3535.0,Center Attacking Midfield,10,Liverpool,24,"['163a897a-5606-4d15-b30f-d064128817b0', '2890fe43-6c02-46df-b29c-e80e843119a9', '4135d57d-81b8-47a5-a55f-8064e6f22c49']",39,,,,,,,,,,,,,,,,Liverpool,24,00:05:39.453,Carry,True
,,,,,"[48.1, 10.6]",,,,,,,,,,,,,0.735936,,,,,,,,,,,,,4e224433-d12e-4a96-af3e-b3d7d0b16548,247,,,"[53.4, 10.6]",3754251,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Center Midfield,11,West Ham United,40,"['43652614-ef0c-4dd0-b71a-ce51f1817d3a', '9d445587-0afa-4118-b062-33e0718fd3ab', 'c1037d9d-66b5-42c3-b01e-2d001553249d']",41,,,,,,,,,,,,,,,,West Ham United,40,00:05:41.459,Carry,True
,,,,,"[48.5, 3.6]",,,,,,,,,,,,,1.150083,,,,,,,,,,,,,15d3c8e6-4f32-40ee-a192-53ab5d2a4298,251,,,"[47.5, 4.2]",3754251,5,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Midfield,11,West Ham United,40,"['43652614-ef0c-4dd0-b71a-ce51f1817d3a', '6a7966fd-c307-4664-ae5f-5d7da654b41d', 'b99e8720-ee6c-46d0-b21b-4ccd718dd661']",42,,,,,,,,,,,,,,,,West Ham United,40,00:05:42.871,Carry,True
,,,,,"[56.7, 3.0]",,,,,,,,,,,,,0.515322,,,,,,,,,,,,,c17cf5e7-edff-41ae-be21-55f419077fd5,263,,,"[58.6, 3.2]",3754251,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,12,West Ham United,40,"['28351d69-196a-4151-bf85-9ae3fe430ee8', 'f2eabc41-2526-420e-9d12-4f7495d64ba2']",10,,,,,,,,,,,,,,,,West Ham United,40,00:06:10.137,Carry,
,,,,,"[43.4, 54.1]",,,,,,,,,,,,,5.137721,,,,,,,,,,,,,2cb16e89-c292-41d5-9b91-ccf0847233c1,267,,,"[45.9, 71.8]",3754251,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Dejan Lovren,3471.0,Right Center Back,13,Liverpool,24,"['60f52020-9f42-4034-92f5-609a48647d14', 'e4429d56-173d-4d1e-afcb-e6dd7475e16a']",26,,,,,,,,,,,,,,,,Liverpool,24,00:06:26.149,Carry,
,,,,,"[55.6, 59.0]",,,,,,,,,,,,,1.524346,,,,,,,,,,,,,a3ec5447-305b-40c1-b690-f70a02af65fd,270,,,"[52.3, 58.4]",3754251,6,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emre Can,3493.0,Right Defensive Midfield,13,Liverpool,24,"['2099967b-6f0d-40de-8862-ba8feb5f779f', '47971ce8-d7e6-457e-9e61-06ea1fe843a3']",32,,,,,,,,,,,,,,,,Liverpool,24,00:06:32.185,Carry,
,,,,,"[52.8, 6.9]",,,,,,,,,,,,,0.799353,,,,,,,,,,,,,a5d6db65-d72f-4d5c-bc1c-35e41ed997c4,292,,,"[55.1, 8.4]",3754251,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Lanzini,3595.0,Left Midfield,14,West Ham United,40,"['012c1b2a-ec67-40e9-a972-76bd37c8e006', '83cf55dc-5b7d-44d9-9732-313d603e1df4', 'c9e111ff-2bf8-48e7-8f0e-9c7e3dc89c69']",8,,,,,,,,,,,,,,,,West Ham United,40,00:07:08.086,Carry,True
,,,,,"[61.9, 20.5]",,,,,,,,,,,,,0.978093,,,,,,,,,,,,,f50c624d-4af6-4160-8ba4-7d427a236580,296,,,"[55.9, 18.6]",3754251,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cheikhou Kouyaté,3684.0,Right Center Midfield,14,West Ham United,40,"['59020a89-9d73-4799-be2a-a401148c830a', 'ce179c77-ddc7-4c66-aed2-04a81cd78ebb', 'fb1c4537-004d-4cb1-82c1-1c55cf542457']",9,,,,,,,,,,,,,,,,West Ham United,40,00:07:09.977,Carry,True
,,,,,"[84.1, 21.3]",,,,,,,,,,,,,2.096096,,,,,,,,,,,,,6bc7f63c-8dbe-43a1-bfbc-c1b57e4f5d68,301,,,"[71.5, 8.8]",3754251,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Manuel Lanzini,3595.0,Left Midfield,14,West Ham United,40,"['6f930163-1e82-4b3a-b2e6-0cecb80a1ff8', '89d18b1a-123e-40f3-9388-581409d803ea', 'defada09-3713-4d15-a9c5-83df8d903b95', 'e1453fb2-f91a-4145-aed9-750f3d043f8b']",11,,,,,,,,,,,,,,,,West Ham United,40,00:07:11.970,Carry,True
,,,,,"[21.5, 47.7]",,,,,,,,,,,,,1.30724,,,,,,,,,,,,,479531dc-3e9b-43fb-9a45-867360b235eb,306,,,"[22.5, 47.7]",3754251,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mamadou Sakho,3483.0,Left Center Back,14,West Ham United,40,"['2d668dea-ede4-4618-ab0a-2b00341096a7', '6e4af834-ce20-4260-8bf4-c9fadf147ac1']",16,,,,,,,,,,,,,,,,Liverpool,24,00:07:16.076,Carry,
,,,,,"[95.7, 53.5]",,,,,,,,,,,,,1.674485,,,,,,,,,,,,,5834068b-1d59-4194-95ea-f51c85ef3fdb,313,,,"[86.5, 57.3]",3754251,7,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Michail Antonio,3349.0,Right Midfield,14,West Ham United,40,"['703c912d-7461-4041-896a-3c6aa80c73b6', 'e35db385-f110-4b81-abc3-408740fd9093', 'f59f1ae1-6b4c-4832-a181-8a8c07517a35']",20,,,,,,,,,,,,,,,,West Ham United,40,00:07:20.776,Carry,True
,,,,,"[55.5, 26.9]",,,,,,,,,,,,,2.299324,,,,,,,,,,,,,8864243a-9165-4e0b-a224-59f0024bd838,323,,,"[58.6, 35.1]",3754251,7,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Enner Remberto Valencia Lastra,28559.0,Left Center Forward,16,West Ham United,40,"['396d5d88-2ce1-4421-baa4-d506dc31df05', 'b4e9d98f-5797-4ae8-b973-c33804fcd8e7', 'd401d2a8-af15-49c3-af0f-1d3b0a18cda1']",59,,,,,,,,,,,,,,,,West Ham United,40,00:07:59.795,Carry,True
,,,,,"[53.0, 7.3]",,,,,,,,,,,,,2.862799,,,,,,,,,,,,,0c133709-314a-41e1-b990-234395c982fc,330,,,"[37.6, 8.3]",3754251,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,16,West Ham United,40,"['1f644102-3c26-42f9-8d59-d6bdd18154a7', '2b0abee9-0e45-431a-8f9b-038bb20901b3', '9bde484b-dca5-4023-8a55-bd1125629ef1']",5,,,,,,,,,,,,,,,,West Ham United,40,00:08:05.431,Carry,True
,,,,,"[67.8, 11.0]",,,,,,,,,,,,,0.190052,,,,,,,,,,,,,7eb1d9ff-b82e-4ef2-82d7-ba82d1150e33,335,,,"[67.2, 12.7]",3754251,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andy Carroll,4271.0,Right Center Forward,16,West Ham United,40,"['0dfa0882-d975-4017-806a-29dfbdcc90b7', '2ded92a1-d5d9-4602-b8b9-d15b9f9af836', '67a05bb9-fa5f-4546-aadd-fdfcbb97c474', 'beae308d-6e95-45a1-92a0-355be027a437']",9,,,,,,,,,,,,,,,,West Ham United,40,00:08:09.168,Carry,True
,,,,,"[25.1, 69.7]",,,,,,,,,,,,,0.695011,,,,,,,,,,,,,ac71938a-dbad-47a5-9b53-992feea25d28,344,,,"[26.4, 71.1]",3754251,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nathaniel Edwin Clyne,4590.0,Right Back,17,West Ham United,40,"['3b5cad00-33c8-4c77-9d72-b224225600c3', '694e89a9-91e3-4c3b-9f42-6bbc502a0e36']",33,,,,,,,,,,,,,,,,Liverpool,24,00:08:33.920,Carry,
,,,,,"[92.3, 22.3]",,,,,,,,,,,,,0.940839,,,,,,,,,,,,,176f2eff-38c3-4055-886a-fb39afa374d8,350,,,"[93.7, 21.3]",3754251,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Enner Remberto Valencia Lastra,28559.0,Left Center Forward,17,West Ham United,40,"['702a1318-7900-4ba6-8b09-f92602e96015', '8fa98db9-5fc7-4db7-ba34-2a5cb969794e', 'b8cefd19-c329-4c3c-8be5-1191916220ee', 'bed492ff-60ac-4977-89d3-e1bc675041da']",36,,,,,,,,,,,,,,,,West Ham United,40,00:08:36.150,Carry,True
,,,,,"[52.8, 63.2]",,,,,,,,,,,,,0.216581,,,,,,,,,,,,,5eb6fdcf-85b4-44f4-bb47-898b717764a1,364,,,"[52.2, 63.2]",3754251,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,James Tomkins,3316.0,Right Back,17,West Ham United,40,"['13304044-28f2-478e-b4ca-07bd73e189fe', '25411e00-a217-44e6-b5a6-a9e1889cbe51', '9db4bb0c-d6f5-4dd6-be16-8a61ee4b3a4d']",49,,,,,,,,,,,,,,,,West Ham United,40,00:08:49.441,Carry,True
,,,,,"[113.7, 9.5]",,,,,,,,,,,,,4.394321,,,,,,,,,,,,,96b65e59-e06d-413f-9edd-063f817dfebd,368,,,"[74.5, 5.2]",3754251,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alberto Moreno Pérez,3515.0,Left Back,17,West Ham United,40,"['b20e5a0c-e537-4e31-bbb5-5ef84a8b8a94', 'b4dfca7e-ae88-4171-a2b0-5c15982c3ae6', 'eb7a1f4d-fdf9-4940-ba65-8a23cf188eb0']",51,,,,,,,,,,,,,,,,Liverpool,24,00:08:51.794,Carry,True
,,,,,"[6.6, 73.7]",,,,,,,,,,,,,1.145233,,,,,,,,,,,,,8922affd-f270-4b69-beb0-56f6b9a42399,373,,,"[3.9, 66.9]",3754251,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,James Tomkins,3316.0,Right Back,17,West Ham United,40,"['ac6ff841-91a4-4046-89b9-4719e3dd7e46', 'b257bb1d-8fad-4e9a-89f1-b90cf39b8ec0']",57,,,,,,,,,,,,,,,,West Ham United,40,00:08:57.671,Carry,
