50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3a043e1-9e0c-4e90-9ee0-1218197722a9,3213,,"[57.7, 67.3]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Yoan Gouffran,43757.0,Left Defensive Midfield,184,Newcastle United,37,['ae751803-3185-45b7-b1f8-103cbfb32401'],24,,,,,,,,,,,,,,,,Newcastle United,37,00:39:24.649,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2669b505-cbd8-4761-890d-edda84dc2dbc,3215,,"[71.5, 72.4]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Moussa Sissoko,3091.0,Right Midfield,184,Newcastle United,37,['950b03d5-1cdd-4b3c-bd19-754eff3041b2'],26,,,,,,,,,,,,,,,,Newcastle United,37,00:39:26.056,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e54cb5e-75a9-4f65-9b01-50d21f1437cb,3222,,"[44.3, 3.1]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,185,Liverpool,24,['8cb6798c-cc3c-4829-a3ac-7c7e78f41cbf'],29,,,,,,,,,,,,,,,,Liverpool,24,00:39:29.162,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07c4ab4a-b111-436c-9993-9cad589e275f,3224,,"[51.0, 18.0]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,185,Liverpool,24,['8edbc55a-b042-4b60-ab49-d937f35da901'],30,,,,,,,,,,,,,,,,Liverpool,24,00:39:30.940,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379c8e4-e584-4186-8677-204a80d184ba,3227,,"[43.2, 30.6]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James Philip Milner,3473.0,Right Center Midfield,185,Liverpool,24,['b3382046-f647-4bdf-9ec4-1d3842d007dd'],32,,,,,,,,,,,,,,,,Liverpool,24,00:39:32.576,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932a851e-3d5a-4679-9aba-e12b9d14b553,3230,,"[44.6, 19.6]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,185,Liverpool,24,['600e5449-2022-4df5-adc2-2a9243dbc7e5'],36,,,,,,,,,,,,,,,,Liverpool,24,00:39:36.469,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10de8c43-fae0-4663-8faf-25a564fa6787,3233,,"[73.9, 8.8]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam David Lallana,4090.0,Center Attacking Midfield,185,Liverpool,24,['2aac0230-a743-4277-a190-1b036bf697a2'],39,,,,,,,,,,,,,,,,Liverpool,24,00:39:39.140,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb61d947-e58f-4be9-82f2-2c86e8048e30,3236,,"[86.6, 3.4]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joe Allen,10931.0,Left Center Midfield,185,Liverpool,24,['172b0ecf-f6c5-4669-97fc-29ce1ea19029'],41,,,,,,,,,,,,,,,,Liverpool,24,00:39:41.824,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d6b69ac-fb58-4fb3-95a3-9170dc12b86e,3243,,"[75.0, 6.1]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,186,Liverpool,24,['1b55b02d-78d2-40c3-bf23-48d12179c8fd'],48,,,,,,,,,,,,,,,,Liverpool,24,00:39:48.652,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261faba5-e511-489d-a905-858d33c349a1,3246,,"[87.4, 2.9]",3754143,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Joe Allen,10931.0,Left Center Midfield,186,Liverpool,24,['78b6d207-e0be-4da7-8eeb-24f9846e6678'],52,,,,,,,,,,,,,,,,Liverpool,24,00:39:52.246,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3c711c2-6c08-4bd7-8671-6dde42caa2fb,3256,,"[116.0, 42.7]",3754143,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Dejan Lovren,3471.0,Left Center Back,187,Liverpool,24,['93610d7a-8beb-494d-a787-2f57b64e3900'],16,,,,,,,,,,,,,,,,Liverpool,24,00:40:16.248,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,51c34c06-b0f4-46be-bebf-8d843662eaf0,3260,,"[65.6, 42.5]",3754143,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Florian Thauvin,3254.0,Left Wing,188,Newcastle United,37,['9f39ff1b-79d0-4534-bcd5-b207e562cbf5'],59,,,,,,,,,,,,,,,,Newcastle United,37,00:40:59.165,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,61c19a9e-62e1-4c06-a76b-02d44136479f,3268,,"[86.1, 20.1]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Divock Okoth Origi,4747.0,Left Center Forward,188,Newcastle United,37,['0dd83aee-41b4-473e-ac0a-edbbac086601'],8,,,,,,,,,,,,,,,,Liverpool,24,00:41:08.196,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,c191916a-0513-4361-bb64-4cf6402e28a8,3271,,"[46.4, 56.7]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Yoan Gouffran,43757.0,Right Center Midfield,188,Newcastle United,37,['1c37f802-8b9b-469a-8645-96248bfaa80d'],9,,,,,,,,,,,,,,,,Newcastle United,37,00:41:09.116,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4088460-e550-4dbd-86a7-c19d769ee131,3273,,"[86.1, 19.0]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Divock Okoth Origi,4747.0,Left Center Forward,188,Newcastle United,37,['e019764e-0b25-4240-8abc-588e3362a3bf'],10,,,,,,,,,,,,,,,,Liverpool,24,00:41:10.441,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f79f862-b9cb-4c2b-80e6-b0ef859c988d,3281,,"[46.2, 63.2]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Moussa Sissoko,3091.0,Right Wing,188,Newcastle United,37,"['22ff5a7c-983c-4e4f-bcf1-6d6b6b66bb96', 'f34abcd9-9f83-4866-a53f-9f49855272b5']",13,,,,,,,,,,,,,,,,Newcastle United,37,00:41:13.440,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99e71c52-773c-47b0-9be6-93a845c1a10a,3287,,"[37.8, 14.5]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,189,Liverpool,24,['0a3e738f-f95c-4353-aa71-9d66e8defbaf'],19,,,,,,,,,,,,,,,,Liverpool,24,00:41:19.630,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7866a0b3-01df-445b-a262-d0104ccafbf5,3291,,"[31.6, 36.8]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,189,Liverpool,24,['2cb2f4fc-bf3d-4ed5-acae-9472854209d8'],22,,,,,,,,,,,,,,,,Liverpool,24,00:41:22.085,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fa96fc1-96c6-4fc7-aace-bf09ca4cc0d0,3295,,"[82.0, 57.0]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam David Lallana,4090.0,Center Attacking Midfield,189,Liverpool,24,['30c05c8c-1cda-454f-8bd3-42a3134bc07a'],27,,,,,,,,,,,,,,,,Liverpool,24,00:41:27.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9f51da5-41ad-4ca0-bf9b-c892d782af64,3297,,"[45.4, 23.9]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georginio Wijnaldum,3567.0,Left Center Midfield,189,Liverpool,24,['8ee20540-3011-4f36-a9da-fcaa9536dcee'],28,,,,,,,,,,,,,,,,Newcastle United,37,00:41:28.372,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,60198969-1318-4369-9f8b-6c87797ff3b3,3299,,"[51.6, 17.4]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moussa Sissoko,3091.0,Right Wing,189,Liverpool,24,['d997f3d2-00c6-4572-8e0d-b70d9fee6c5d'],30,,,,,,,,,,,,,,,,Newcastle United,37,00:41:30.218,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601f55c5-4dd1-4957-9ca0-cfdfa555d713,3301,,"[37.6, 59.7]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,189,Liverpool,24,['9a0a07a9-7fe9-44dd-9635-a9ccd57f567c'],33,,,,,,,,,,,,,,,,Liverpool,24,00:41:33.171,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f32d5e9-8cbc-4a00-ba20-640a1332fdcc,3304,,"[38.4, 27.4]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dejan Lovren,3471.0,Left Center Back,189,Liverpool,24,['46ed6f1f-0104-4604-b1c6-38a6c8808f4f'],35,,,,,,,,,,,,,,,,Liverpool,24,00:41:35.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b57c8bb-a766-4a62-8ef7-a2760a5a1e91,3307,,"[68.3, 6.1]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,189,Liverpool,24,['bfd3e076-3e75-46cb-afb5-f87147420b73'],39,,,,,,,,,,,,,,,,Liverpool,24,00:41:39.676,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad6a4663-1664-4f82-a48a-b11e2727651e,3310,,"[55.9, 34.1]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,189,Liverpool,24,['19278c9e-ae26-47cd-95ef-a1ac7403b05d'],44,,,,,,,,,,,,,,,,Liverpool,24,00:41:44.893,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b059938-ebd5-42fb-a5b1-efa34ef7f955,3313,,"[69.9, 69.1]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,189,Liverpool,24,['94bdd0db-9f74-49e7-852d-2960f5aca1bd'],49,,,,,,,,,,,,,,,,Liverpool,24,00:41:49.752,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aafd67be-50fd-4fc2-badf-cfacd2a1eec1,3316,,"[67.5, 50.8]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,189,Liverpool,24,['1bf19d7a-0adb-46f7-91c2-ab08af5025db'],52,,,,,,,,,,,,,,,,Liverpool,24,00:41:52.965,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5c391bb-c499-42ed-8971-cbe2b76d5b41,3319,,"[64.0, 22.5]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alberto Moreno Pérez,3515.0,Left Back,189,Liverpool,24,['b02adf24-1bbc-4b9a-ab3e-d21cf979c8ca'],55,,,,,,,,,,,,,,,,Liverpool,24,00:41:55.509,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7e7e8d3-e9ff-4d9b-9a19-a50e2e40ca82,3322,,"[76.6, 3.1]",3754143,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joe Allen,10931.0,Left Center Midfield,189,Liverpool,24,['afed7620-5262-4df4-b5a6-dafc808a9f26'],58,,,,,,,,,,,,,,,,Liverpool,24,00:41:58.093,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b67cd3d-ae87-40f7-8331-8f91db64a0fa,3329,,"[69.3, 63.2]",3754143,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Yoan Gouffran,43757.0,Right Center Midfield,189,Liverpool,24,['7bdfe379-56f1-42ec-97e3-6e6d6f1f66ed'],23,,,,,,,,,,,,,,,,Newcastle United,37,00:42:23.286,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,46451304-79cf-4649-9e61-73e4ebe910e8,3333,,"[67.4, 77.8]",3754143,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ayoze Pérez Gutiérrez,3076.0,Center Forward,190,Newcastle United,37,['2483b77e-5d01-4292-8466-d0f1c2870744'],44,,,,,,,,,,,,,,,,Newcastle United,37,00:42:44.248,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15b1d6fa-4ece-488f-a695-1e7793c82781,3336,,"[38.4, 15.0]",3754143,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,191,Liverpool,24,['f997cc88-92e7-4bb6-956d-dfc78d8c2e0c'],46,,,,,,,,,,,,,,,,Liverpool,24,00:42:46.632,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ce71933-3cba-4a3e-903e-a3e92af9603e,3339,,"[49.2, 18.0]",3754143,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,191,Liverpool,24,['3e7a885d-0ec0-4ad3-8574-7ec10c9b3dab'],50,,,,,,,,,,,,,,,,Liverpool,24,00:42:50.468,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17333848-cf40-43fc-849c-b88d30f99485,3343,,"[45.4, 48.1]",3754143,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,James Philip Milner,3473.0,Right Center Midfield,191,Liverpool,24,['870d0db6-2043-442b-9493-82efd4bdfbe2'],52,,,,,,,,,,,,,,,,Liverpool,24,00:42:52.799,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ab4c572-73eb-4a2e-9330-eef3dff49694,3347,,"[75.3, 53.0]",3754143,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Divock Okoth Origi,4747.0,Left Center Forward,191,Liverpool,24,['7c720e3a-e74e-4659-9469-903ab38febd1'],56,,,,,,,,,,,,,,,,Liverpool,24,00:42:56.391,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75ce602a-1843-4122-a916-46d6a696dee8,3350,,"[110.3, 71.0]",3754143,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Adam David Lallana,4090.0,Center Attacking Midfield,191,Liverpool,24,['55432d20-89c5-4cd5-b1d6-869537ac0600'],0,,,,,,,,,,,,,,,,Liverpool,24,00:43:00.950,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9fa7315-fb06-4334-b1d2-dd66362c2c35,3355,,"[107.3, 43.6]",3754143,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Martin Škrtel,18872.0,Right Center Back,192,Liverpool,24,['802026fc-6815-49c1-bf25-a4c2d22e1473'],23,,,,,,,,,,,,,,,,Liverpool,24,00:43:23.733,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98211b61-d20e-401b-a65e-d22f543ad43d,3361,,"[104.4, 9.9]",3754143,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto Moreno Pérez,3515.0,Left Back,192,Liverpool,24,['2b9dc53a-71af-4bb3-8b51-043df3990d97'],27,,,,,,,,,,,,,,,,Liverpool,24,00:43:27.684,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708ce0ac-bb28-4a92-b234-678d8652d744,3364,,"[109.5, 33.9]",3754143,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Dejan Lovren,3471.0,Left Center Back,192,Liverpool,24,['efd28829-1e93-4551-aa01-1ba66eb5a107'],30,,,,,,,,,,,,,,,,Liverpool,24,00:43:30.360,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6bd31ed0-a35f-4877-8d04-0e3b41b8f143,3368,,"[63.9, 74.8]",3754143,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Moussa Sissoko,3091.0,Right Wing,194,Newcastle United,37,['4a8b3019-2d63-4833-a2e0-4358e8f1c518'],57,,,,,,,,,,,,,,,,Newcastle United,37,00:43:57.195,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d90db081-d379-4db1-8a22-b0288d4a608c,3370,,"[81.7, 69.9]",3754143,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Center Forward,195,Newcastle United,37,['558b4b30-54cd-431e-8f8a-2e0ab5ea1690'],58,,,,,,,,,,,,,,,,Newcastle United,37,00:43:58.514,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c51dcc82-46c4-4b54-9c31-e0cc9eb4726d,3377,,"[74.5, 33.6]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martin Škrtel,18872.0,Right Center Back,196,Liverpool,24,['e99024a2-9378-41ff-be21-613a2e362222'],5,,,,,,,,,,,,,,,,Liverpool,24,00:44:05.869,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2b80f5c-22d2-4c49-99b3-362a99a6ba08,3382,,"[43.8, 68.6]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Philip Milner,3473.0,Right Center Midfield,197,Liverpool,24,['5f12feaa-3fcb-49e9-8da6-548ceec7e108'],17,,,,,,,,,,,,,,,,Liverpool,24,00:44:17.803,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a65777ee-b451-4db1-b8df-7d5dc98c8bbc,3385,,"[33.3, 46.8]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,197,Liverpool,24,['3cf8e4ac-d64d-4b0a-9264-7b896717cb5e'],19,,,,,,,,,,,,,,,,Liverpool,24,00:44:19.835,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914f1357-c9ba-440d-84e7-81a6ed68e4ca,3388,,"[40.8, 20.1]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dejan Lovren,3471.0,Left Center Back,197,Liverpool,24,['4c83212b-7508-4576-b62f-cf6bc5fbd27c'],22,,,,,,,,,,,,,,,,Liverpool,24,00:44:22.060,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,676cf438-364d-4e68-a646-021b9bd1666d,3391,,"[90.9, 32.8]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Škrtel,18872.0,Right Center Back,197,Liverpool,24,['43d28285-f613-4da2-9d6b-406c58fe171b'],27,,,,,,,,,,,,,,,,Liverpool,24,00:44:27.675,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21d46f70-9f63-42c2-84fe-949548be98ee,3396,,"[52.1, 35.2]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,197,Liverpool,24,['e8414b65-b98a-49d9-8263-c0fca9887232'],35,,,,,,,,,,,,,,,,Liverpool,24,00:44:35.302,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,cea654d8-fc2a-4ec5-ae45-5d03b6980f2b,3399,,"[91.4, 42.7]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Martin Škrtel,18872.0,Right Center Back,197,Liverpool,24,['7f3487aa-b405-4387-ba9d-d5c455db3145'],39,,,,,,,,,,,,,,,,Liverpool,24,00:44:39.164,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,acca524e-1bcd-4585-b450-616fdd34fed7,3406,,"[30.3, 51.9]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yoan Gouffran,43757.0,Right Center Midfield,197,Liverpool,24,['2fd578db-ba50-481c-8942-665855d3430f'],43,,,,,,,,,,,,,,,,Newcastle United,37,00:44:43.495,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62489068-9602-4b06-bff4-2da9200d93e2,3408,,"[112.2, 12.6]",3754143,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,197,Liverpool,24,['5249cb77-5a8e-4e02-a10c-39b6ecb17b31'],46,,,,,,,,,,,,,,,,Liverpool,24,00:44:46.121,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfe042e9-d255-43d7-bea3-a6caad891ca7,3413,,"[54.5, 73.7]",3754143,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Yoan Gouffran,43757.0,Right Center Midfield,198,Newcastle United,37,['60d63b07-7007-404a-9cf4-348353fa8730'],31,,,,,,,,,,,,,,,,Newcastle United,37,00:46:31.866,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50eea130-3878-44ba-9f7c-98df06183587,3415,,"[69.6, 17.4]",3754143,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Divock Okoth Origi,4747.0,Left Center Forward,198,Newcastle United,37,['aad3346f-1a13-40f7-b1c2-d1e72cb61eb0'],33,,,,,,,,,,,,,,,,Liverpool,24,00:46:33.255,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a50b3ad-b4e7-4e11-a087-d9740738d937,3419,,"[60.7, 22.3]",3754143,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,James Philip Milner,3473.0,Right Center Midfield,198,Newcastle United,37,['e1695f75-b911-4708-bf3d-19302edf9ceb'],35,,,,,,,,,,,,,,,,Liverpool,24,00:46:35.798,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e215ce80-075b-4057-901a-8e7fc36ec7ac,3421,,"[56.4, 61.9]",3754143,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Vurnon Anita,16072.0,Center Defensive Midfield,198,Newcastle United,37,['30a576e9-443b-46be-aa59-acb68b806428'],36,,,,,,,,,,,,,,,,Newcastle United,37,00:46:36.246,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca10082-ca84-4254-a1c5-061af7f47132,3424,,"[97.3, 69.7]",3754143,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Moussa Sissoko,3091.0,Right Wing,198,Newcastle United,37,['6616c9b2-0cda-48a2-ae38-04f8c1ab7759'],41,,,,,,,,,,,,,,,,Newcastle United,37,00:46:41.609,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af30706e-cd1b-46fd-b7c4-00d8d38a5e42,3428,,"[7.7, 8.8]",3754143,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dejan Lovren,3471.0,Left Center Back,199,Liverpool,24,['ac52bbfe-dc48-429f-a455-7afecab077a0'],52,,,,,,,,,,,,,,,,Liverpool,24,00:46:52.290,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,083dd2cb-cbfb-4f04-b7ce-da15b6c6066c,3431,,"[13.3, 48.9]",3754143,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,199,Liverpool,24,['97e4e9e6-42dd-40e1-979d-6eabefa876e6'],58,,,,,,,,,,,,,,,,Liverpool,24,00:46:58.083,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35e3624e-f111-4491-bbb2-56cfd4a86917,3434,,"[38.4, 54.9]",3754143,92,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Philip Milner,3473.0,Right Center Midfield,199,Liverpool,24,['6d792f96-3eba-42ac-b3fb-c19f4586a2e1'],1,,,,,,,,,,,,,,,,Liverpool,24,00:47:01.332,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f6e7bf9-39b4-4768-8ce1-6c3945231179,3437,,"[63.7, 62.1]",3754143,92,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adam David Lallana,4090.0,Center Attacking Midfield,199,Liverpool,24,['4fd771d2-4ccb-4e9e-acfb-ecabf214e384'],5,,,,,,,,,,,,,,,,Liverpool,24,00:47:05.181,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c7f4c62-3d99-4e52-af38-b0ea39d6243e,3440,,"[44.0, 56.2]",3754143,92,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucas Pezzini Leiva,7780.0,Center Defensive Midfield,199,Liverpool,24,['5181d5c9-a583-419b-8051-dac78fe791b6'],7,,,,,,,,,,,,,,,,Liverpool,24,00:47:07.270,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c1109b1-25d4-41e2-8cd1-1fa99f621fbb,3443,,"[66.9, 73.2]",3754143,92,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,James Philip Milner,3473.0,Right Center Midfield,199,Liverpool,24,['1fa44298-386a-40c1-993f-417980d551ba'],10,,,,,,,,,,,,,,,,Liverpool,24,00:47:10.012,Ball Receipt*,
